TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,Balance_Binned,Age_Binned,Target
183.32,Debit,Raleigh,ATM,21.0,Student,74.0,1.0,137.42,20.0-29.0,0,1,1
858.88,Debit,Jacksonville,Online,60.0,Engineer,227.0,1.0,7015.46,60.0-69.0,1,2,0
11.46,Credit,San Francisco,Online,41.0,Engineer,128.0,1.0,2356.71,40.0-49.0,0,0,1
61.37,Debit,Columbus,Branch,75.0,Retired,164.0,1.0,4294.44,70.0-79.0,0,2,2
103.08,Credit,Milwaukee,Branch,49.0,Engineer,150.0,1.0,9251.38,40.0-49.0,1,0,0
1.2100000000000002,Debit,Atlanta,Branch,55.0,Retired,196.0,1.0,7542.739999999999,50.0-59.0,1,0,2
425.18,Credit,Colorado Springs,Online,26.0,Engineer,172.0,1.0,9880.71,20.0-29.0,1,1,2
60.96,Debit,Colorado Springs,ATM,52.0,Retired,238.0,1.0,6189.24,50.0-59.0,1,0,2
64.21,Debit,Omaha,ATM,51.0,Doctor,37.0,1.0,12540.18,50.0-59.0,2,0,1
523.02,Debit,Jacksonville,Online,53.0,Retired,83.0,1.0,4586.11,50.0-59.0,0,0,0
50.26,Debit,Las Vegas,Branch,65.0,Retired,164.0,1.0,1519.38,60.0-69.0,0,2,0
110.08,Debit,Detroit,Branch,19.0,Student,95.0,1.0,1447.26,10.0-19.0,0,1,2
54.47,Credit,Philadelphia,Branch,23.0,Student,34.0,1.0,1131.42,20.0-29.0,0,1,1
79.76,Debit,Kansas City,Online,68.0,Doctor,115.0,1.0,10278.75,60.0-69.0,2,2,0
16.79,Credit,Detroit,Online,30.0,Doctor,146.0,1.0,535.15,30.0-39.0,0,1,2
1531.31,Debit,San Diego,Online,18.0,Student,61.99999999999999,4.0,859.8599999999999,10.0-19.0,0,1,1
68.62,Debit,Omaha,Branch,29.0,Doctor,157.0,1.0,13891.47,20.0-29.0,2,1,1
643.38,Credit,Detroit,Online,18.0,Student,105.0,1.0,1046.74,10.0-19.0,0,1,2
328.34,Credit,San Diego,Online,42.0,Engineer,30.999999999999996,1.0,2840.45,40.0-49.0,0,0,1
72.68,Debit,Seattle,Online,69.0,Retired,44.0,1.0,6216.77,60.0-69.0,1,2,1
354.76,Debit,Detroit,Branch,51.0,Doctor,279.0,1.0,10141.92,50.0-59.0,2,0,2
793.88,Credit,Los Angeles,ATM,22.0,Student,252.0,1.0,1404.06,20.0-29.0,0,1,0
29.22,Debit,Detroit,ATM,27.0,Engineer,69.00000000000001,1.0,7795.79,20.0-29.0,1,1,2
653.97,Debit,Miami,nan,37.0,Engineer,100.00000000000001,1.0,3886.65,30.0-39.0,0,0,0
366.43,Credit,Portland,Online,21.0,Student,91.99999999999999,1.0,1560.45,20.0-29.0,0,1,1
120.86,Debit,Colorado Springs,Online,33.0,Doctor,162.0,4.0,13566.58,30.0-39.0,2,1,2
233.74,Debit,Boston,Online,72.0,Retired,142.0,1.0,4749.54,70.0-79.0,0,2,2
471.84,Debit,Raleigh,ATM,18.0,Student,138.0,1.0,1044.33,10.0-19.0,0,1,1
213.4,Credit,Fort Worth,Branch,73.0,Retired,100.00000000000001,1.0,2012.24,70.0-79.0,0,2,2
254.20999999999998,Debit,Phoenix,ATM,48.0,Engineer,45.99999999999999,1.0,2487.2,40.0-49.0,0,0,1
577.73,Debit,San Jose,ATM,37.0,Doctor,63.0,1.0,14977.99,30.0-39.0,2,0,1
170.26,Debit,Chicago,ATM,27.0,Student,265.0,1.0,1969.48,20.0-29.0,0,1,2
337.73,Debit,San Antonio,Online,78.0,Retired,107.0,4.0,7001.2,70.0-79.0,1,2,1
330.61,Credit,Nashville,Branch,64.0,Retired,113.0,1.0,2525.25,60.0-69.0,0,2,0
132.33,Credit,Phoenix,ATM,35.0,Engineer,47.0,1.0,7457.94,30.0-39.0,1,1,1
74.04,Debit,Memphis,Online,18.0,Student,66.0,1.0,1690.23,10.0-19.0,0,1,0
197.18,Debit,Tucson,Online,28.0,Engineer,135.0,1.0,3114.92,20.0-29.0,0,1,1
21.15,Debit,Columbus,Branch,70.0,Retired,180.0,1.0,3466.74,70.0-79.0,0,2,2
590.01,Debit,San Jose,Online,29.0,Doctor,140.0,3.0,9791.74,20.0-29.0,1,1,1
697.82,Debit,New York,Online,44.0,Engineer,153.0,1.0,6824.0,40.0-49.0,1,0,0
302.76,Debit,Sacramento,ATM,38.0,Engineer,88.0,3.0,8583.39,30.0-39.0,1,0,1
148.0,Debit,Tucson,Branch,20.0,Student,35.0,1.0,1488.65,20.0-29.0,0,1,1
22.26,Debit,San Antonio,Branch,19.0,Student,56.0,1.0,5583.88,10.0-19.0,1,1,1
0.86,Debit,Colorado Springs,ATM,25.0,Student,139.0,1.0,1357.22,20.0-29.0,0,1,2
757.1,Debit,Atlanta,Branch,65.0,Doctor,203.0,1.0,10553.23,60.0-69.0,2,2,2
38.81,Credit,Virginia Beach,Online,25.0,Student,145.0,1.0,1619.6,20.0-29.0,0,1,1
76.51,Credit,Mesa,Online,49.0,Engineer,120.0,4.0,9475.4,40.0-49.0,1,0,0
32.46,Debit,Charlotte,Online,31.0,Doctor,10.0,1.0,8656.18,30.0-39.0,1,1,2
1022.7499999999999,Credit,San Jose,Branch,62.0,Doctor,158.0,1.0,207.74,60.0-69.0,0,2,1
20.64,Debit,Charlotte,Branch,22.0,Student,59.00000000000001,1.0,949.38,20.0-29.0,0,1,2
662.11,Debit,Atlanta,Branch,23.0,Student,219.0,1.0,1996.38,20.0-29.0,0,1,2
288.77,Debit,Los Angeles,nan,55.0,Engineer,110.0,1.0,8836.51,50.0-59.0,1,0,0
35.05,Debit,Boston,Branch,30.0,Doctor,105.0,1.0,14330.47,30.0-39.0,2,1,2
214.73,Credit,Los Angeles,ATM,46.0,Doctor,26.0,1.0,5368.42,40.0-49.0,1,0,0
25.38,Debit,Louisville,Branch,57.0,Engineer,66.0,1.0,8616.05,50.0-59.0,1,0,0
617.66,Debit,Memphis,ATM,41.0,Engineer,40.0,1.0,5906.58,40.0-49.0,1,0,0
446.39,Debit,Houston,ATM,63.0,Retired,77.0,1.0,7863.6,60.0-69.0,1,2,0
377.92,Debit,Raleigh,Branch,33.0,Engineer,204.0,1.0,2254.71,30.0-39.0,0,1,1
11.04,Debit,Phoenix,Online,30.0,Engineer,43.0,1.0,6983.04,30.0-39.0,1,1,1
275.46,Debit,Fort Worth,ATM,36.0,Doctor,67.0,1.0,9697.75,30.0-39.0,1,1,2
179.76,Debit,Philadelphia,Online,78.0,Retired,81.0,1.0,5909.52,70.0-79.0,1,2,1
32.34,Debit,Kansas City,Branch,44.0,Doctor,45.0,1.0,7847.619999999999,40.0-49.0,1,0,0
273.92,Debit,Portland,Branch,79.0,Retired,109.0,1.0,4543.56,70.0-79.0,0,2,1
375.45,Debit,Fort Worth,Branch,19.0,Student,32.0,1.0,1307.23,10.0-19.0,0,1,2
388.98,Debit,Fresno,ATM,23.0,Student,155.0,1.0,1819.91,20.0-29.0,0,1,0
492.84,Debit,Indianapolis,ATM,25.0,Student,37.99999999999999,1.0,577.67,20.0-29.0,0,1,0
148.85,Debit,Mesa,ATM,57.0,Doctor,25.000000000000004,1.0,7802.360000000001,50.0-59.0,1,0,0
391.66,Debit,nan,Branch,50.0,Engineer,103.0,1.0,2406.31,50.0-59.0,0,0,1
185.99,Credit,Fresno,Branch,41.0,Engineer,53.00000000000001,1.0,402.45,40.0-49.0,0,0,0
322.48,Debit,Jacksonville,ATM,27.0,Student,57.0,1.0,1238.43,20.0-29.0,0,1,0
20.27,Debit,Miami,Branch,18.0,Student,22.0,1.0,796.3499999999999,10.0-19.0,0,1,0
280.61,Debit,Mesa,ATM,47.0,Engineer,129.0,3.0,7888.76,40.0-49.0,1,0,0
199.02,Debit,Houston,ATM,61.0,Retired,269.0,1.0,4658.89,60.0-69.0,0,2,0
104.23,Credit,Louisville,Online,63.0,Retired,107.99999999999999,1.0,5009.29,60.0-69.0,0,2,0
353.59,Credit,New York,Branch,52.0,Retired,109.0,5.0,1822.34,50.0-59.0,0,0,0
55.86,Debit,Seattle,Online,39.0,Engineer,68.00000000000001,1.0,5346.46,30.0-39.0,1,0,1
10.77,nan,Indianapolis,ATM,31.0,Doctor,178.0,1.0,10704.95,30.0-39.0,2,1,0
95.55,Debit,Louisville,Branch,33.0,Engineer,51.00000000000001,1.0,2434.74,30.0-39.0,0,1,0
477.07,Debit,Columbus,Online,27.0,Engineer,278.0,1.0,6568.07,20.0-29.0,1,1,2
9.1,Credit,nan,Online,52.0,Retired,63.0,1.0,2791.45,50.0-59.0,0,0,1
21.41,Debit,Louisville,Online,57.0,Doctor,99.0,1.0,658.91,50.0-59.0,0,0,0
278.28,Debit,Jacksonville,Branch,28.0,Student,26.0,1.0,1346.88,20.0-29.0,0,1,0
388.1,Credit,Los Angeles,Online,73.0,Retired,40.0,1.0,3022.12,70.0-79.0,0,2,0
215.39,Debit,Detroit,ATM,27.0,Student,215.99999999999997,1.0,1582.55,20.0-29.0,0,1,2
194.37,Debit,Milwaukee,ATM,66.0,Doctor,161.0,1.0,14395.88,60.0-69.0,2,2,0
37.7,Debit,Miami,ATM,20.0,Student,109.0,1.0,1741.1,20.0-29.0,0,1,0
19.59,Debit,Charlotte,Branch,64.0,Retired,122.0,1.0,1061.69,60.0-69.0,0,2,2
81.35,Debit,Houston,Online,41.0,Engineer,103.0,1.0,7192.45,40.0-49.0,1,0,0
314.54,Credit,Virginia Beach,Branch,58.0,Engineer,228.0,1.0,9923.45,50.0-59.0,2,0,1
466.64,Debit,Las Vegas,ATM,58.0,Doctor,11.0,1.0,10915.11,50.0-59.0,2,0,0
397.01,Debit,Los Angeles,ATM,22.0,Student,100.00000000000001,1.0,719.52,20.0-29.0,0,1,0
472.48,Debit,New York,Branch,55.0,Engineer,87.0,1.0,7128.82,50.0-59.0,1,0,0
67.15,Debit,Indianapolis,Online,59.0,Doctor,14.0,1.0,9028.49,50.0-59.0,1,2,0
102.67,Debit,Albuquerque,Branch,79.0,Retired,119.0,1.0,4656.94,70.0-79.0,0,2,2
460.09,Credit,Fresno,Online,35.0,Doctor,146.0,3.0,6990.64,30.0-39.0,1,1,0
453.49,Debit,Seattle,Branch,66.0,Doctor,147.0,1.0,6366.43,60.0-69.0,1,2,1
267.17,Debit,Seattle,ATM,26.0,Student,170.0,1.0,1382.62,20.0-29.0,0,1,1
111.26,Debit,Boston,ATM,66.0,Doctor,43.0,1.0,14350.11,60.0-69.0,2,2,2
121.17000000000002,Debit,Phoenix,ATM,68.0,Doctor,158.0,1.0,12990.77,60.0-69.0,2,2,1
213.28,Debit,Mesa,Branch,51.0,Retired,94.0,1.0,4835.91,50.0-59.0,0,0,0
187.88,Debit,Nashville,ATM,60.0,Engineer,180.0,1.0,2154.58,60.0-69.0,0,2,0
471.88,Credit,San Jose,Online,34.0,Doctor,141.0,1.0,14833.34,30.0-39.0,2,1,1
83.79,Debit,Nashville,ATM,57.0,Engineer,47.0,1.0,5061.3,50.0-59.0,1,0,0
212.14,Debit,Austin,Branch,72.0,Retired,105.0,1.0,7225.06,70.0-79.0,1,2,2
99.16,Debit,San Francisco,Online,79.0,Retired,202.0,1.0,2607.58,70.0-79.0,0,2,1
839.33,Credit,Louisville,Branch,60.0,Doctor,86.0,1.0,11538.97,60.0-69.0,2,2,0
29.91,Credit,Philadelphia,Online,76.0,Retired,43.0,3.0,2834.84,70.0-79.0,0,2,1
4.24,Debit,San Diego,Online,38.0,Engineer,37.99999999999999,1.0,7822.729999999999,30.0-39.0,1,0,1
50.29,Credit,Raleigh,Online,58.0,Doctor,64.0,1.0,7604.9,50.0-59.0,1,0,1
135.85,Debit,Fresno,Online,57.0,Retired,269.0,1.0,1480.39,50.0-59.0,0,0,0
368.53,Debit,Raleigh,Branch,68.0,Doctor,34.0,1.0,13696.31,60.0-69.0,2,2,1
17.95,Credit,Sacramento,Branch,64.0,Doctor,135.0,1.0,12344.9,60.0-69.0,2,2,1
127.8,Credit,Virginia Beach,Branch,31.0,Engineer,47.0,1.0,8630.99,30.0-39.0,1,1,1
16.73,Debit,Houston,Online,45.0,Engineer,48.0,1.0,2202.62,40.0-49.0,0,0,0
317.12,Debit,Fort Worth,Branch,44.0,Doctor,80.0,1.0,14409.74,40.0-49.0,2,0,2
476.63,Debit,Charlotte,ATM,79.0,Retired,115.0,1.0,4894.25,70.0-79.0,0,2,2
156.58,Debit,Portland,Branch,24.0,Student,160.0,1.0,8981.61,20.0-29.0,1,1,1
55.12,Credit,Houston,Online,34.0,Engineer,261.0,1.0,3791.99,30.0-39.0,0,1,0
15.74,Debit,Denver,Branch,27.0,Student,37.99999999999999,1.0,690.16,20.0-29.0,0,1,2
353.68,Debit,Las Vegas,nan,70.0,Retired,145.0,1.0,6777.12,70.0-79.0,1,2,0
297.15,Debit,Phoenix,Online,76.0,Retired,178.0,1.0,5449.37,70.0-79.0,1,2,1
647.85,Debit,Omaha,Branch,36.0,Doctor,121.0,1.0,13779.97,30.0-39.0,2,1,1
75.04,Debit,El Paso,ATM,49.0,Engineer,178.0,1.0,9648.6,40.0-49.0,1,0,2
273.92,Debit,Virginia Beach,Online,28.0,Student,35.0,1.0,1029.15,20.0-29.0,0,1,1
215.8,Credit,Jacksonville,Branch,51.0,Retired,66.0,1.0,3656.62,50.0-59.0,0,0,0
963.77,Debit,Louisville,ATM,41.0,Engineer,247.99999999999997,1.0,6710.51,40.0-49.0,1,0,0
420.6,Debit,Louisville,Branch,26.0,Student,55.0,1.0,1778.75,20.0-29.0,0,1,0
688.36,Credit,Memphis,Branch,23.0,Student,22.0,1.0,5191.13,20.0-29.0,1,1,0
285.18,Credit,Sacramento,Branch,55.0,Doctor,150.0,1.0,14847.97,50.0-59.0,2,0,1
213.55,Debit,Boston,ATM,63.0,Doctor,15.0,1.0,5238.37,60.0-69.0,1,2,2
463.11,Credit,Las Vegas,Branch,51.0,Doctor,159.0,1.0,10238.82,50.0-59.0,2,0,0
150.03,Debit,Columbus,ATM,73.0,nan,176.0,1.0,7491.42,70.0-79.0,1,2,2
309.56,Debit,Charlotte,Online,58.0,Doctor,147.0,1.0,972.04,50.0-59.0,0,0,2
377.08,Credit,Mesa,Branch,26.0,Student,71.0,1.0,6430.86,20.0-29.0,1,1,0
77.25,Debit,Virginia Beach,Branch,68.0,Doctor,157.0,1.0,14077.97,60.0-69.0,2,2,1
146.92,Debit,Portland,ATM,64.0,Retired,272.0,1.0,3990.6,60.0-69.0,0,2,1
126.6,Debit,San Antonio,Branch,22.0,Student,146.0,1.0,961.6499999999999,20.0-29.0,0,1,1
101.34,Debit,Boston,ATM,24.0,Student,45.99999999999999,1.0,703.2599999999999,20.0-29.0,0,1,2
184.97,Debit,Denver,Branch,58.0,Doctor,268.0,1.0,1156.67,50.0-59.0,0,0,2
451.15,Debit,Colorado Springs,ATM,46.0,Engineer,175.0,1.0,1356.47,40.0-49.0,0,0,2
516.47,Credit,Charlotte,ATM,25.0,Student,94.0,1.0,1305.06,20.0-29.0,0,1,2
880.04,Debit,Sacramento,ATM,25.0,Student,29.000000000000004,1.0,261.97,20.0-29.0,0,1,1
66.69,Credit,San Antonio,Branch,25.0,Student,140.0,1.0,1210.33,20.0-29.0,0,1,1
95.75,Debit,Los Angeles,Branch,31.0,Engineer,169.0,1.0,337.62,30.0-39.0,0,1,0
98.03,Debit,El Paso,Branch,54.0,Engineer,165.0,1.0,6323.45,50.0-59.0,1,0,2
617.66,Debit,Boston,ATM,42.0,Engineer,128.0,1.0,7155.95,40.0-49.0,1,0,2
888.57,Debit,San Antonio,Online,62.0,Retired,102.0,1.0,7896.14,60.0-69.0,1,2,1
107.48,Debit,Omaha,Branch,22.0,Student,129.0,1.0,591.2299999999999,20.0-29.0,0,1,1
36.57,Debit,Omaha,ATM,62.0,Retired,69.00000000000001,1.0,2583.07,60.0-69.0,0,2,1
575.62,Debit,Oklahoma City,Online,43.0,Doctor,129.0,1.0,234.40999999999997,40.0-49.0,0,0,0
84.89,Debit,San Jose,ATM,37.0,Engineer,70.0,1.0,4735.61,30.0-39.0,0,0,1
180.65,Debit,Charlotte,Branch,22.0,Student,37.99999999999999,5.0,816.0099999999999,20.0-29.0,0,1,2
7.759999999999999,Credit,Las Vegas,Online,52.0,Retired,84.00000000000001,1.0,7393.11,50.0-59.0,1,0,0
109.3,Debit,Fort Worth,Branch,56.0,Doctor,26.999999999999996,1.0,13510.11,50.0-59.0,2,0,2
230.08,Debit,Austin,Online,79.0,Retired,123.99999999999999,1.0,4466.1,70.0-79.0,0,2,2
361.92,Debit,Detroit,ATM,54.0,Retired,111.0,1.0,7474.31,50.0-59.0,1,0,2
71.29,Debit,Chicago,ATM,68.0,Retired,55.0,2.0,7225.63,60.0-69.0,1,2,2
122.44999999999999,Debit,New York,Branch,46.0,Doctor,98.0,1.0,7255.49,40.0-49.0,1,0,0
642.53,Debit,Mesa,ATM,65.0,Doctor,128.0,1.0,11417.91,60.0-69.0,2,2,0
62.86000000000001,Debit,Houston,Branch,25.0,Student,30.999999999999996,1.0,1040.43,20.0-29.0,0,1,0
175.21,Credit,Mesa,ATM,69.0,Doctor,69.00000000000001,1.0,6039.04,60.0-69.0,1,2,0
168.0,Credit,Tucson,Branch,32.0,Engineer,11.0,1.0,3498.58,30.0-39.0,0,1,1
11.46,Debit,Chicago,Online,67.0,Retired,73.0,1.0,6628.75,60.0-69.0,1,2,2
382.07,Credit,Omaha,Branch,62.0,Doctor,147.0,1.0,10156.09,60.0-69.0,2,2,1
13.48,Debit,Las Vegas,Online,18.0,Student,20.0,3.0,521.88,10.0-19.0,0,1,0
65.32,Debit,Mesa,ATM,28.0,Student,53.99999999999999,1.0,9165.02,20.0-29.0,1,1,0
83.07,Debit,Miami,Branch,27.0,Engineer,291.0,4.0,6704.76,20.0-29.0,1,1,0
730.1,Credit,Chicago,Branch,77.0,Retired,93.0,1.0,6384.05,70.0-79.0,1,2,2
85.31,Debit,Kansas City,ATM,62.0,Retired,26.999999999999996,1.0,6095.65,60.0-69.0,1,2,0
726.61,Debit,Phoenix,ATM,18.0,Student,277.0,1.0,1008.76,10.0-19.0,0,1,1
130.4,Debit,Raleigh,Branch,45.0,Engineer,63.0,1.0,4381.24,40.0-49.0,0,0,1
68.1,Debit,Milwaukee,ATM,20.0,Student,47.0,1.0,1382.8,20.0-29.0,0,1,0
65.26,Debit,Sacramento,Branch,26.0,Student,72.0,1.0,7380.63,20.0-29.0,1,1,1
191.62,Debit,Jacksonville,Branch,63.0,Doctor,51.00000000000001,1.0,1981.6700000000003,60.0-69.0,0,2,0
212.88,Debit,Fresno,Online,39.0,Doctor,122.0,1.0,7036.72,30.0-39.0,1,0,0
88.38,Debit,Virginia Beach,ATM,30.0,Engineer,138.0,1.0,3707.82,30.0-39.0,0,1,1
48.77,nan,Austin,Online,42.0,Engineer,51.00000000000001,1.0,2040.1600000000003,40.0-49.0,0,0,2
390.09,Debit,El Paso,Online,26.0,Engineer,49.0,1.0,2617.23,20.0-29.0,0,1,2
48.29,Debit,San Diego,Online,37.0,Engineer,242.0,1.0,8883.4,30.0-39.0,1,0,1
333.83,Debit,Fresno,ATM,63.0,Retired,135.0,1.0,1660.66,60.0-69.0,0,2,0
1074.29,Debit,Portland,Branch,67.0,Retired,79.0,1.0,2011.6,60.0-69.0,0,2,1
100.27,Debit,Miami,Online,79.0,Retired,51.00000000000001,1.0,4309.9,70.0-79.0,0,2,0
44.54,Debit,San Antonio,ATM,31.0,Engineer,164.0,1.0,362.4,30.0-39.0,0,1,1
1156.18,Credit,Phoenix,nan,52.0,Doctor,40.0,1.0,836.69,50.0-59.0,0,0,1
82.17,Debit,Fort Worth,Branch,28.0,Student,21.000000000000004,1.0,1913.06,20.0-29.0,0,1,2
1045.45,Debit,Baltimore,Online,19.0,Student,150.0,1.0,563.46,10.0-19.0,0,1,2
447.42,Debit,Charlotte,Online,32.0,Engineer,65.0,1.0,6133.22,30.0-39.0,1,1,2
590.26,Credit,Austin,Branch,25.0,Student,48.0,1.0,1068.28,20.0-29.0,0,1,2
192.73,Debit,Milwaukee,Branch,71.0,Retired,157.0,1.0,2037.7499999999998,70.0-79.0,0,2,0
146.01,Debit,San Francisco,Online,26.0,Student,269.0,1.0,221.79,20.0-29.0,0,1,1
136.05,Debit,Atlanta,Online,24.0,Student,63.0,3.0,1127.54,20.0-29.0,0,1,2
11.57,Credit,New York,Branch,56.0,Retired,64.0,1.0,2061.61,50.0-59.0,0,0,0
7.820000000000001,Debit,Boston,ATM,36.0,Engineer,273.0,1.0,2240.49,30.0-39.0,0,1,2
79.43,Debit,Dallas,ATM,74.0,Retired,72.0,1.0,6579.37,70.0-79.0,1,2,2
386.97,Debit,Raleigh,Branch,58.0,Retired,137.0,1.0,1876.35,50.0-59.0,0,0,1
51.22,Debit,Fresno,Branch,23.0,Student,82.0,1.0,1664.59,20.0-29.0,0,1,0
256.05,Debit,Nashville,ATM,54.0,Retired,35.0,1.0,6910.18,50.0-59.0,1,0,0
7.79,Debit,Los Angeles,Branch,34.0,Doctor,298.0,1.0,1319.85,30.0-39.0,0,1,0
233.71,Debit,Louisville,Branch,63.0,Doctor,11.0,1.0,6095.5,60.0-69.0,1,2,0
176.37,Debit,Boston,Branch,55.0,Retired,126.0,1.0,2420.86,50.0-59.0,0,0,2
122.62999999999998,Debit,Milwaukee,Branch,21.0,Student,153.0,1.0,359.06,20.0-29.0,0,1,0
86.41,Debit,Fresno,ATM,75.0,Retired,125.0,1.0,3128.71,70.0-79.0,0,2,0
21.57,Debit,San Francisco,ATM,54.0,Retired,71.0,1.0,7587.48,50.0-59.0,1,0,1
82.67,Debit,Milwaukee,Branch,26.0,Student,45.99999999999999,1.0,290.59,20.0-29.0,0,1,0
299.42,Credit,San Jose,Branch,63.0,Retired,53.00000000000001,1.0,4735.41,60.0-69.0,0,2,1
543.47,Debit,Los Angeles,ATM,18.0,Student,122.0,1.0,6165.03,10.0-19.0,1,1,0
346.76,Credit,San Jose,Branch,21.0,Student,116.00000000000001,1.0,1637.75,20.0-29.0,0,1,1
47.48,Debit,El Paso,Branch,24.0,Student,66.0,1.0,585.5199999999999,20.0-29.0,0,1,2
64.92,Debit,Atlanta,Branch,58.0,Engineer,236.0,1.0,5481.76,50.0-59.0,1,0,2
350.72,Credit,Fresno,ATM,28.0,Student,48.0,1.0,1982.8999999999999,20.0-29.0,0,1,0
3.8000000000000003,Debit,Charlotte,Online,65.0,Doctor,174.0,1.0,5766.96,60.0-69.0,1,2,2
22.54,Debit,El Paso,Online,26.0,Engineer,42.00000000000001,1.0,7139.11,20.0-29.0,1,1,2
767.14,Credit,Mesa,Branch,62.0,Retired,37.99999999999999,1.0,4732.57,60.0-69.0,0,2,0
167.47,Debit,Sacramento,ATM,35.0,Engineer,103.0,1.0,2293.13,30.0-39.0,0,1,1
43.65,Credit,Charlotte,Branch,30.0,Engineer,212.0,1.0,2870.67,30.0-39.0,0,1,2
391.08,Debit,Fresno,Online,56.0,nan,105.0,1.0,6885.16,50.0-59.0,1,0,0
390.77,Debit,Portland,Online,44.0,Doctor,34.0,1.0,5500.56,40.0-49.0,1,0,1
508.15999999999997,Debit,Mesa,ATM,39.0,Engineer,131.0,1.0,5609.44,30.0-39.0,1,0,0
36.76,nan,Philadelphia,Online,65.0,Retired,107.99999999999999,1.0,1228.93,60.0-69.0,0,2,1
332.33,Debit,Kansas City,ATM,27.0,Student,101.0,1.0,192.63,20.0-29.0,0,1,0
362.09,Debit,New York,Branch,32.0,Engineer,30.999999999999996,1.0,6590.28,30.0-39.0,1,1,0
42.58,Debit,San Jose,Online,30.0,Doctor,80.0,1.0,13485.0,30.0-39.0,2,1,1
122.35,nan,Atlanta,Branch,53.0,Retired,188.0,1.0,6472.5,50.0-59.0,1,0,2
248.65999999999997,Debit,Chicago,Online,28.0,Engineer,113.0,1.0,2571.39,20.0-29.0,0,1,2
461.25,Credit,Sacramento,Online,54.0,Doctor,171.0,1.0,676.0999999999999,50.0-59.0,0,0,1
61.77000000000001,Debit,Charlotte,Branch,56.0,Doctor,49.0,1.0,12352.2,50.0-59.0,2,0,2
268.92,Debit,Chicago,Branch,29.0,Engineer,148.0,1.0,8765.38,20.0-29.0,1,1,2
303.97,Debit,Fort Worth,Online,24.0,Student,77.0,5.0,1590.88,20.0-29.0,0,1,2
219.02,Credit,San Diego,Online,54.0,Engineer,68.00000000000001,1.0,7375.73,50.0-59.0,1,0,1
125.14,Debit,Baltimore,Branch,20.0,Student,30.999999999999996,1.0,1845.18,20.0-29.0,0,1,2
47.6,Debit,Austin,Online,53.0,Engineer,115.0,1.0,1382.51,50.0-59.0,0,0,2
592.82,Debit,Memphis,Online,74.0,Retired,247.99999999999997,1.0,7508.98,70.0-79.0,1,2,0
372.5,Debit,Nashville,ATM,22.0,Student,211.0,1.0,3901.82,20.0-29.0,0,1,0
4.72,Debit,Fort Worth,Branch,32.0,Engineer,20.0,1.0,4792.01,30.0-39.0,0,1,2
144.93,Debit,Fresno,Branch,42.0,Engineer,74.0,1.0,6887.52,40.0-49.0,1,0,0
316.56,Debit,Denver,Online,28.0,Engineer,261.0,1.0,8643.51,20.0-29.0,1,1,2
9.18,Debit,San Francisco,Online,22.0,nan,140.0,1.0,887.3199999999999,20.0-29.0,0,1,1
421.25,Debit,Fort Worth,Online,25.0,Student,66.0,1.0,7174.69,20.0-29.0,1,1,2
185.71,Debit,Virginia Beach,Branch,48.0,Engineer,194.0,1.0,2679.91,40.0-49.0,0,0,1
1432.02,Debit,Louisville,Branch,60.0,Retired,138.0,1.0,4315.07,60.0-69.0,0,2,0
26.27,Credit,Portland,Online,45.0,Engineer,177.0,1.0,8853.93,40.0-49.0,1,0,1
297.03,Debit,Austin,Online,61.0,Retired,151.0,1.0,1088.62,60.0-69.0,0,2,2
341.67,Debit,Omaha,Branch,53.0,Retired,96.0,5.0,1442.29,50.0-59.0,0,0,1
99.52,Debit,San Diego,ATM,52.0,Engineer,127.0,1.0,3798.0900000000006,50.0-59.0,0,0,1
881.1,Debit,Phoenix,Branch,28.0,nan,16.0,1.0,9951.68,20.0-29.0,2,1,1
139.69,Debit,Indianapolis,Online,52.0,Engineer,180.0,1.0,9567.94,50.0-59.0,1,0,0
112.72,Debit,Washington,Branch,31.0,Doctor,17.0,1.0,9630.0,30.0-39.0,1,1,1
568.88,Debit,Nashville,Branch,19.0,Student,105.0,1.0,1307.86,10.0-19.0,0,1,0
189.03,Debit,Oklahoma City,ATM,28.0,Student,50.00000000000001,1.0,1916.46,20.0-29.0,0,1,0
189.08,Debit,Miami,Branch,68.0,Doctor,238.0,1.0,10790.8,60.0-69.0,2,2,0
958.9,Debit,Memphis,Branch,31.0,Engineer,135.0,1.0,9977.49,30.0-39.0,2,1,0
409.59,nan,Albuquerque,Online,35.0,Doctor,50.00000000000001,1.0,14563.02,30.0-39.0,2,1,2
283.15,Debit,Baltimore,Online,24.0,Student,180.0,1.0,603.79,20.0-29.0,0,1,2
151.82,Debit,Chicago,ATM,51.0,Retired,105.0,1.0,2197.12,50.0-59.0,0,0,2
438.59,Debit,San Jose,Online,37.0,Engineer,103.0,1.0,8994.39,30.0-39.0,1,0,1
590.57,Debit,Milwaukee,ATM,79.0,nan,93.0,1.0,3224.6,70.0-79.0,0,2,0
63.74,Debit,Chicago,Online,63.0,Retired,30.999999999999996,1.0,4336.4,60.0-69.0,0,2,2
77.02,Credit,Miami,Online,59.0,nan,132.0,1.0,800.8299999999999,50.0-59.0,0,2,0
501.15,Debit,Phoenix,Branch,47.0,Engineer,208.0,1.0,8821.84,40.0-49.0,1,0,1
